AdjustedTime,DeviceTimeStamp,SystemTimeStamp,Pose_Position,Pose_Rotation,Pose_Valid,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftPupilDiameter,LeftPupilDiameterValid,LeftGazeRayWorldOrigin,LeftGazeRayWorldDirection,LeftGazeRayWorldValid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightPupilDiameter,RightPupilDiameterValid,RightGazeRayWorldOrigin,RightGazeRayWorldDirection,RightGazeRayWorldValid,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldDirection,CombinedGazeRayWorldValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid
7.881822,320024844,1057529050586,"(-0.42985930, 3.09643400, -11.82427000)","(0.01807345, 0.08063375, -0.01615376, -0.99644900)",True,"(0.36116030, -0.34440610, 0.86656190)",True,"(-0.02779050, -0.00122928, -0.03285895)",True,"0,00367908",True,"(-0.45193850, 3.09313200, -11.86108000)","(0.22660300, -0.30236990, 0.92586370)",True,"(0.34751890, -0.33076480, 0.87738040)",True,"(0.03055360, -0.00178050, -0.03176994)",True,"0,00354648",True,"(-0.39454300, 3.09466600, -11.85065000)","(0.21100300, -0.28886340, 0.93382850)",True,"(-0.42324070, 3.09389900, -11.85587000)","(0.21881640, -0.29563470, 0.92990290)",True,"(-0,36116030, -0,34440610, 0,86656190)",Valid,"(27,79050000, -1,22927900, -32,85895000)",Valid,"3,67907700",Valid,"(0,72782730, 0,69835410)",Valid,"(-0,34751890, -0,33076480, 0,87738040)",Valid,"(-30,55360000, -1,78050200, -31,76994000)",Valid,"3,54647800",Valid,"(0,54635020, 0,71312500)",Valid
7.890154,320033176,1057529058918,"(-0.42989920, 3.09643300, -11.82431000)","(0.01803259, 0.08049785, -0.01620700, -0.99645990)",True,"(0.38371280, -0.35810850, 0.85118100)",True,"(-0.02766217, -0.00123705, -0.03291615)",True,"0,00363197",True,"(-0.45185220, 3.09312700, -11.86115000)","(0.25201820, -0.31581370, 0.91473960)",True,"(0.37699890, -0.33605960, 0.86308290)",True,"(0.03064574, -0.00174820, -0.03182980)",True,"0,00364040",True,"(-0.39449050, 3.09470500, -11.85074000)","(0.24283150, -0.29363160, 0.92456110)",True,"(-0.42317130, 3.09391600, -11.85594000)","(0.24744570, -0.30474830, 0.91972770)",True,"(-0,38371280, -0,35810850, 0,85118100)",Valid,"(27,66217000, -1,23704500, -32,91615000)",Valid,"3,63197300",Valid,"(0,73790400, 0,70300190)",Valid,"(-0,37699890, -0,33605960, 0,86308290)",Valid,"(-30,64574000, -1,74819900, -31,82980000)",Valid,"3,64039600",Valid,"(0,55522470, 0,71476070)",Valid
7.898485,320041507,1057529067249,"(-0.42993920, 3.09643200, -11.82434000)","(0.01799174, 0.08036193, -0.01626024, -0.99647070)",True,"(0.38571170, -0.35943600, 0.84970090)",True,"(-0.02759467, -0.00124857, -0.03293270)",True,"0,00361685",True,"(-0.45183230, 3.09311600, -11.86118000)","(0.25455700, -0.31715840, 0.91357060)",True,"(0.36512760, -0.34832760, 0.86332700)",True,"(0.03069328, -0.00175792, -0.03182736)",True,"0,00367873",True,"(-0.39449070, 3.09470200, -11.85077000)","(0.23172820, -0.30633270, 0.92328890)",True,"(-0.42316150, 3.09390900, -11.85597000)","(0.24316480, -0.31177410, 0.91851390)",True,"(-0,38571170, -0,35943600, 0,84970090)",Valid,"(27,59467000, -1,24856600, -32,93269000)",Valid,"3,61685200",Valid,"(0,74103420, 0,70405520)",Valid,"(-0,36512760, -0,34832760, 0,86332700)",Valid,"(-30,69328000, -1,75791900, -31,82736000)",Valid,"3,67872600",Valid,"(0,55476970, 0,71732850)",Valid
7.906817,320049839,1057529075581,"(-0.42997910, 3.09643100, -11.82437000)","(0.01795088, 0.08022600, -0.01631348, -0.99648150)",True,"(0.39054870, -0.35060120, 0.85119630)",True,"(-0.02760193, -0.00124368, -0.03293344)",True,"0,00370970",True,"(-0.45188930, 3.09312000, -11.86121000)","(0.25911040, -0.30814470, 0.91537350)",True,"(0.35881040, -0.32946780, 0.87332150)",True,"(0.03069933, -0.00176764, -0.03182097)",True,"0,00370721",True,"(-0.39453250, 3.09469700, -11.85080000)","(0.22362050, -0.28742560, 0.93133260)",True,"(-0.42321090, 3.09390900, -11.85601000)","(0.24142410, -0.29785750, 0.92357750)",True,"(-0,39054870, -0,35060120, 0,85119630)",Valid,"(27,60193000, -1,24368300, -32,93344000)",Valid,"3,70970200",Valid,"(0,74149300, 0,70219860)",Valid,"(-0,35881040, -0,32946780, 0,87332150)",Valid,"(-30,69933000, -1,76763900, -31,82097000)",Valid,"3,70721400",Valid,"(0,55367000, 0,71338540)",Valid
7.915123,320058145,1057529083887,"(-0.43001890, 3.09643100, -11.82440000)","(0.01791015, 0.08009049, -0.01636655, -0.99649230)",True,"(0.38461300, -0.35293580, 0.85293580)",True,"(-0.02761774, -0.00125266, -0.03292665)",True,"0,00363388",True,"(-0.45195530, 3.09311100, -11.86123000)","(0.25332880, -0.31066380, 0.91614000)",True,"(0.36036680, -0.33131410, 0.87197880)",True,"(0.03069891, -0.00176985, -0.03182265)",True,"0,00371613",True,"(-0.39457950, 3.09470000, -11.85085000)","(0.22571360, -0.28929950, 0.93024680)",True,"(-0.42326740, 3.09390500, -11.85604000)","(0.23956370, -0.30003490, 0.92335710)",True,"(-0,38461300, -0,35293580, 0,85293580)",Valid,"(27,61774000, -1,25265500, -32,92665000)",Valid,"3,63388100",Valid,"(0,73975720, 0,70269180)",Valid,"(-0,36036680, -0,33131410, 0,87197880)",Valid,"(-30,69891000, -1,76985200, -31,82265000)",Valid,"3,71612500",Valid,"(0,55396190, 0,71392770)",Valid
7.92343,320066452,1057529092194,"(-0.43005870, 3.09643000, -11.82444000)","(0.01786941, 0.07995497, -0.01641963, -0.99650310)",True,"(0.38838200, -0.35797120, 0.84910580)",True,"(-0.02762553, -0.00125136, -0.03292879)",True,"0,00359451",True,"(-0.45201220, 3.09311100, -11.86126000)","(0.25809900, -0.31572530, 0.91307310)",True,"(0.36204530, -0.33061220, 0.87155150)",True,"(0.03069849, -0.00176764, -0.03182156)",True,"0,00370871",True,"(-0.39462710, 3.09470700, -11.85089000)","(0.22770360, -0.28859200, 0.92998160)",True,"(-0.42331970, 3.09390900, -11.85607000)","(0.24296030, -0.30223220, 0.92175160)",True,"(-0,38838200, -0,35797120, 0,84910580)",Valid,"(27,62553000, -1,25135800, -32,92879000)",Valid,"3,59451300",Valid,"(0,74040460, 0,70383680)",Valid,"(-0,36204530, -0,33061220, 0,87155150)",Valid,"(-30,69849000, -1,76763900, -31,82156000)",Valid,"3,70871000",Valid,"(0,55425380, 0,71373640)",Valid
7.931736,320074758,1057529100500,"(-0.43009860, 3.09642900, -11.82447000)","(0.01782868, 0.07981946, -0.01647270, -0.99651380)",True,"(0.38830570, -0.35711670, 0.84950260)",True,"(-0.02762790, -0.00124855, -0.03292679)",True,"0,00362077",True,"(-0.45206460, 3.09311300, -11.86129000)","(0.25821920, -0.31489590, 0.91332550)",True,"(0.36454770, -0.33248900, 0.86979680)",True,"(0.03069621, -0.00176422, -0.03182269)",True,"0,00369238",True,"(-0.39467610, 3.09471500, -11.85093000)","(0.23079500, -0.29047350, 0.92863270)",True,"(-0.42337040, 3.09391400, -11.85611000)","(0.24455540, -0.30274450, 0.92116150)",True,"(-0,38830570, -0,35711670, 0,84950260)",Valid,"(27,62790000, -1,24855000, -32,92679000)",Valid,"3,62077300",Valid,"(0,74023850, 0,70353340)",Valid,"(-0,36454770, -0,33248900, 0,86979680)",Valid,"(-30,69621000, -1,76422100, -31,82269000)",Valid,"3,69238300",Valid,"(0,55465190, 0,71410320)",Valid
7.940043,320083065,1057529108807,"(-0.43013840, 3.09642900, -11.82450000)","(0.01778795, 0.07968393, -0.01652578, -0.99652450)",True,"(0.38822940, -0.35621640, 0.84991460)",True,"(-0.02763026, -0.00124576, -0.03292479)",True,"0,00364696",True,"(-0.45211690, 3.09311500, -11.86131000)","(0.25833620, -0.31402110, 0.91359350)",True,"(0.36703490, -0.33438110, 0.86801150)",True,"(0.03069394, -0.00176080, -0.03182381)",True,"0,00367638",True,"(-0.39472520, 3.09472300, -11.85098000)","(0.23387980, -0.29237510, 0.92726320)",True,"(-0.42342110, 3.09392000, -11.85614000)","(0.24614660, -0.30324560, 0.92057260)",True,"(-0,38822940, -0,35621640, 0,84991460)",Valid,"(27,63026000, -1,24575800, -32,92479000)",Valid,"3,64695700",Valid,"(0,74007230, 0,70322980)",Valid,"(-0,36703490, -0,33438110, 0,86801150)",Valid,"(-30,69394000, -1,76080300, -31,82381000)",Valid,"3,67637600",Valid,"(0,55505010, 0,71447010)",Valid
7.94835,320091372,1057529117114,"(-0.43017820, 3.09642800, -11.82453000)","(0.01774721, 0.07954840, -0.01657886, -0.99653510)",True,"(0.38757320, -0.35696410, 0.84989930)",True,"(-0.02763455, -0.00124384, -0.03292358)",True,"0,00365874",True,"(-0.45217100, 3.09311700, -11.86134000)","(0.25799890, -0.31482720, 0.91341140)",True,"(0.36486820, -0.33572390, 0.86840820)",True,"(0.03069389, -0.00175932, -0.03182292)",True,"0,00369215",True,"(-0.39477240, 3.09473000, -11.85102000)","(0.23200510, -0.29381920, 0.92727770)",True,"(-0.42347170, 3.09392300, -11.85618000)","(0.24504210, -0.30437300, 0.92049530)",True,"(-0,38757320, -0,35696410, 0,84989930)",Valid,"(27,63455000, -1,24383500, -32,92358000)",Valid,"3,65873700",Valid,"(0,73976110, 0,70328410)",Valid,"(-0,36486820, -0,33572390, 0,86840820)",Valid,"(-30,69389000, -1,75932300, -31,82292000)",Valid,"3,69215400",Valid,"(0,55465190, 0,71462900)",Valid
7.956681,320099703,1057529125445,"(-0.43002850, 3.09639900, -11.82453000)","(0.01772366, 0.07940162, -0.01659236, -0.99654700)",True,"(0.38681030, -0.35728450, 0.85011290)",True,"(-0.02763885, -0.00124193, -0.03292236)",True,"0,00364766",True,"(-0.45203660, 3.09309000, -11.86133000)","(0.25749960, -0.31519790, 0.91342450)",True,"(0.36268620, -0.33708190, 0.86878970)",True,"(0.03069383, -0.00175783, -0.03182202)",True,"0,00370802",True,"(-0.39463070, 3.09470400, -11.85102000)","(0.23011520, -0.29527470, 0.92728630)",True,"(-0.42333360, 3.09389700, -11.85618000)","(0.24384820, -0.30528740, 0.92050950)",True,"(-0,38681030, -0,35728450, 0,85011290)",Valid,"(27,63885000, -1,24192800, -32,92236000)",Valid,"3,64765900",Valid,"(0,73944970, 0,70322980)",Valid,"(-0,36268620, -0,33708190, 0,86878970)",Valid,"(-30,69383000, -1,75782800, -31,82202000)",Valid,"3,70802300",Valid,"(0,55425380, 0,71478790)",Valid
7.965013,320108035,1057529133777,"(-0.42975150, 3.09635000, -11.82450000)","(0.01771173, 0.07924751, -0.01657920, -0.99655970)",True,"(0.38674930, -0.35775760, 0.84994510)",True,"(-0.02764116, -0.00124152, -0.03292101)",True,"0,00364023",True,"(-0.45177350, 3.09304400, -11.86129000)","(0.25775230, -0.31570430, 0.91317830)",True,"(0.36415100, -0.33616640, 0.86854550)",True,"(0.03069360, -0.00175757, -0.03182199)",True,"0,00371288",True,"(-0.39436220, 3.09465600, -11.85101000)","(0.23184670, -0.29433880, 0.92715250)",True,"(-0.42306780, 3.09385000, -11.85615000)","(0.24484000, -0.30507190, 0.92031760)",True,"(-0,38674930, -0,35775760, 0,84994510)",Valid,"(27,64116000, -1,24151600, -32,92101000)",Valid,"3,64022800",Valid,"(0,73935900, 0,70328410)",Valid,"(-0,36415100, -0,33616640, 0,86854550)",Valid,"(-30,69360000, -1,75756800, -31,82199000)",Valid,"3,71287500",Valid,"(0,55451560, 0,71462900)",Valid
7.973344,320116366,1057529142108,"(-0.42947450, 3.09630200, -11.82448000)","(0.01769979, 0.07909342, -0.01656604, -0.99657240)",True,"(0.38682560, -0.35745240, 0.85003660)",True,"(-0.02764346, -0.00124193, -0.03291963)",True,"0,00364832",True,"(-0.45151050, 3.09299600, -11.86126000)","(0.25807710, -0.31542150, 0.91318430)",True,"(0.36557010, -0.33674620, 0.86772160)",True,"(0.03069337, -0.00175731, -0.03182202)",True,"0,00371779",True,"(-0.39409360, 3.09460700, -11.85099000)","(0.23367340, -0.29492140, 0.92650850)",True,"(-0.42280210, 3.09380200, -11.85613000)","(0.24591190, -0.30521690, 0.91998370)",True,"(-0,38682560, -0,35745240, 0,85003660)",Valid,"(27,64346000, -1,24192800, -32,91963000)",Valid,"3,64831500",Valid,"(0,73926810, 0,70322980)",Valid,"(-0,36557010, -0,33674620, 0,86772160)",Valid,"(-30,69337000, -1,75730900, -31,82202000)",Valid,"3,71778900",Valid,"(0,55477740, 0,71478790)",Valid
7.981676,320124698,1057529150440,"(-0.42919750, 3.09625400, -11.82445000)","(0.01768785, 0.07893930, -0.01655288, -0.99658500)",True,"(0.38612370, -0.35762020, 0.85029600)",True,"(-0.02764531, -0.00124152, -0.03291841)",True,"0,00364076",True,"(-0.45124690, 3.09295000, -11.86122000)","(0.25761870, -0.31563000, 0.91324170)",True,"(0.36630250, -0.33691410, 0.86735530)",True,"(0.03069331, -0.00175653, -0.03182272)",True,"0,00372307",True,"(-0.39382480, 3.09455900, -11.85098000)","(0.23473510, -0.29509950, 0.92618340)",True,"(-0.42253590, 3.09375400, -11.85610000)","(0.24621110, -0.30540720, 0.91984050)",True,"(-0,38612370, -0,35762020, 0,85029600)",Valid,"(27,64531000, -1,24151600, -32,91841000)",Valid,"3,64076200",Valid,"(0,73905630, 0,70319890)",Valid,"(-0,36630250, -0,33691410, 0,86735530)",Valid,"(-30,69331000, -1,75653100, -31,82272000)",Valid,"3,72306800",Valid,"(0,55491370, 0,71482760)",Valid
7.990007,320133029,1057529158771,"(-0.42892050, 3.09620500, -11.82442000)","(0.01767591, 0.07878521, -0.01653973, -0.99659770)",True,"(0.38551330, -0.35757450, 0.85058590)",True,"(-0.02764716, -0.00124152, -0.03291719)",True,"0,00364867",True,"(-0.45098340, 3.09290300, -11.86119000)","(0.25724320, -0.31562550, 0.91334900)",True,"(0.36700440, -0.33706670, 0.86698910)",True,"(0.03069337, -0.00175575, -0.03182343)",True,"0,00371880",True,"(-0.39355600, 3.09451100, -11.85096000)","(0.23576960, -0.29526810, 0.92586680)",True,"(-0.42226970, 3.09370700, -11.85608000)","(0.24653820, -0.30548620, 0.91972670)",True,"(-0,38551330, -0,35757450, 0,85058590)",Valid,"(27,64716000, -1,24151600, -32,91719000)",Valid,"3,64866600",Valid,"(0,73884450, 0,70316800)",Valid,"(-0,36700440, -0,33706670, 0,86698910)",Valid,"(-30,69337000, -1,75575300, -31,82343000)",Valid,"3,71879600",Valid,"(0,55505010, 0,71486720)",Valid
7.998339,320141361,1057529167103,"(-0.42864350, 3.09615700, -11.82440000)","(0.01766397, 0.07863110, -0.01652656, -0.99661030)",True,"(0.38575740, -0.35768130, 0.85043330)",True,"(-0.02764977, -0.00124171, -0.03291653)",True,"0,00365305",True,"(-0.45072060, 3.09285500, -11.86116000)","(0.25778360, -0.31575480, 0.91315200)",True,"(0.36663820, -0.33718870, 0.86709590)",True,"(0.03069347, -0.00175571, -0.03182335)",True,"0,00372301",True,"(-0.39328710, 3.09446200, -11.85095000)","(0.23567240, -0.29542650, 0.92584110)",True,"(-0.42200380, 3.09365900, -11.85605000)","(0.24676080, -0.30563130, 0.91961880)",True,"(-0,38575740, -0,35768130, 0,85043330)",Valid,"(27,64977000, -1,24171400, -32,91653000)",Valid,"3,65304600",Valid,"(0,73878970, 0,70319590)",Valid,"(-0,36663820, -0,33718870, 0,86709590)",Valid,"(-30,69347000, -1,75570700, -31,82335000)",Valid,"3,72300700",Valid,"(0,55498640, 0,71487600)",Valid
8.00667,320149692,1057529175434,"(-0.42836650, 3.09610800, -11.82437000)","(0.01765203, 0.07847700, -0.01651340, -0.99662290)",True,"(0.38600160, -0.35780330, 0.85026550)",True,"(-0.02765237, -0.00124193, -0.03291589)",True,"0,00365726",True,"(-0.45045770, 3.09280800, -11.86112000)","(0.25832850, -0.31590220, 0.91294690)",True,"(0.36015320, -0.34419250, 0.86706540)",True,"(0.03068957, -0.00176054, -0.03181420)",True,"0,00361163",True,"(-0.39302360, 3.09440800, -11.85092000)","(0.22976310, -0.30268050, 0.92498290)",True,"(-0.42174060, 3.09360800, -11.85602000)","(0.24408040, -0.30933520, 0.91909550)",True,"(-0,38600160, -0,35780330, 0,85026550)",Valid,"(27,65237000, -1,24192800, -32,91589000)",Valid,"3,65725700",Valid,"(0,73873490, 0,70322370)",Valid,"(-0,36015320, -0,34419250, 0,86706540)",Valid,"(-30,68958000, -1,76054400, -31,81419000)",Valid,"3,61163300",Valid,"(0,55365230, 0,71622740)",Valid
8.015002,320158024,1057529183766,"(-0.42808950, 3.09606000, -11.82434000)","(0.01764009, 0.07832289, -0.01650024, -0.99663540)",True,"(0.38533020, -0.35781860, 0.85057070)",True,"(-0.02765488, -0.00124196, -0.03291563)",True,"0,00365346",True,"(-0.45019470, 3.09276100, -11.86109000)","(0.25788940, -0.31595670, 0.91305230)",True,"(0.36103820, -0.33947750, 0.86854550)",True,"(0.03068163, -0.00176057, -0.03181375)",True,"0,00368984",True,"(-0.39276270, 3.09435900, -11.85091000)","(0.23054140, -0.29792020, 0.92633370)",True,"(-0.42147870, 3.09356000, -11.85600000)","(0.24425370, -0.30698650, 0.91983660)",True,"(-0,38533020, -0,35781860, 0,85057070)",Valid,"(27,65488000, -1,24195900, -32,91563000)",Valid,"3,65345800",Valid,"(0,73850210, 0,70319590)",Valid,"(-0,36103820, -0,33947750, 0,86854550)",Valid,"(-30,68163000, -1,76057400, -31,81375000)",Valid,"3,68983500",Valid,"(0,55351790, 0,71523990)",Valid
8.023308,320166330,1057529192072,"(-0.42781330, 3.09601200, -11.82432000)","(0.01762819, 0.07816925, -0.01648712, -0.99664790)",True,"(0.38465880, -0.35781860, 0.85086060)",True,"(-0.02765738, -0.00124199, -0.03291536)",True,"0,00364964",True,"(-0.44993250, 3.09271400, -11.86106000)","(0.25745610, -0.31600200, 0.91315880)",True,"(0.36544800, -0.34130860, 0.86598210)",True,"(0.03067393, -0.00175833, -0.03181839)",True,"0,00381987",True,"(-0.39250170, 3.09431200, -11.85090000)","(0.23562710, -0.29970160, 0.92447760)",True,"(-0.42121710, 3.09351300, -11.85598000)","(0.24656840, -0.30788520, 0.91891830)",True,"(-0,38465880, -0,35781860, 0,85086060)",Valid,"(27,65738000, -1,24198900, -32,91536000)",Valid,"3,64964300",Valid,"(0,73826930, 0,70316800)",Valid,"(-0,36544800, -0,34130860, 0,86598210)",Valid,"(-30,67393000, -1,75833100, -31,81839000)",Valid,"3,81987000",Valid,"(0,55411310, 0,71575350)",Valid
8.03164,320174662,1057529200404,"(-0.42753630, 3.09596300, -11.82429000)","(0.01761625, 0.07801513, -0.01647396, -0.99666040)",True,"(0.38391110, -0.35777280, 0.85122680)",True,"(-0.02765945, -0.00124387, -0.03291453)",True,"0,00365408",True,"(-0.44966900, 3.09266500, -11.86102000)","(0.25693000, -0.31599560, 0.91330930)",True,"(0.36204530, -0.34996030, 0.86396790)",True,"(0.03067014, -0.00175725, -0.03181503)",True,"0,00364764",True,"(-0.39223720, 3.09426400, -11.85088000)","(0.23311660, -0.30855350, 0.92219920)",True,"(-0.42095310, 3.09346500, -11.85595000)","(0.24504470, -0.31230190, 0.91783480)",True,"(-0,38391110, -0,35777280, 0,85122680)",Valid,"(27,65945000, -1,24386600, -32,91454000)",Valid,"3,65408300",Valid,"(0,73802510, 0,70319590)",Valid,"(-0,36204530, -0,34996030, 0,86396790)",Valid,"(-30,67014000, -1,75724800, -31,81503000)",Valid,"3,64764400",Valid,"(0,55336710, 0,71740290)",Valid
8.039971,320182993,1057529208735,"(-0.42725930, 3.09591500, -11.82426000)","(0.01760431, 0.07786102, -0.01646079, -0.99667290)",True,"(0.38316350, -0.35772710, 0.85157780)",True,"(-0.02766153, -0.00124574, -0.03291370)",True,"0,00365846",True,"(-0.44940560, 3.09261700, -11.86099000)","(0.25640960, -0.31599360, 0.91345610)",True,"(0.35899350, -0.34295650, 0.86804200)",True,"(0.03066634, -0.00175674, -0.03181168)",True,"0,00371083",True,"(-0.39197280, 3.09421600, -11.85086000)","(0.22953350, -0.30156000, 0.92540580)",True,"(-0.42068920, 3.09341600, -11.85592000)","(0.24300410, -0.30881820, 0.91955440)",True,"(-0,38316350, -0,35772710, 0,85157780)",Valid,"(27,66153000, -1,24574300, -32,91370000)",Valid,"3,65846300",Valid,"(0,73778080, 0,70322370)",Valid,"(-0,35899350, -0,34295650, 0,86804200)",Valid,"(-30,66634000, -1,75674400, -31,81168000)",Valid,"3,71083100",Valid,"(0,55262110, 0,71575350)",Valid
8.048303,320191325,1057529217067,"(-0.42698230, 3.09586600, -11.82424000)","(0.01759236, 0.07770690, -0.01644763, -0.99668530)",True,"(0.38601680, -0.34268190, 0.85646060)",True,"(-0.02767416, -0.00117326, -0.03288165)",True,"0,00360999",True,"(-0.44915970, 3.09264300, -11.86093000)","(0.25828890, -0.30073310, 0.91806670)",True,"(0.36911010, -0.33052060, 0.86860660)",True,"(0.03067258, -0.00167389, -0.03179620)",True,"0,00368678",True,"(-0.39170280, 3.09425000, -11.85083000)","(0.23934130, -0.28879150, 0.92699260)",True,"(-0.42043130, 3.09344600, -11.85588000)","(0.24883320, -0.29478370, 0.92259670)",True,"(-0,38601680, -0,34268190, 0,85646060)",Valid,"(27,67416000, -1,17326400, -32,88165000)",Valid,"3,60998500",Valid,"(0,73748330, 0,69702140)",Valid,"(-0,36911010, -0,33052060, 0,86860660)",Valid,"(-30,67258000, -1,67388900, -31,79620000)",Valid,"3,68678300",Valid,"(0,55462620, 0,71029900)",Valid
8.056634,320199656,1057529225398,"(-0.42675700, 3.09583300, -11.82422000)","(0.01758675, 0.07755250, -0.01644445, -0.99669750)",True,"(0.38192750, -0.29153440, 0.87699890)",True,"(-0.02761993, -0.00100919, -0.03282904)",True,"0,00367856",True,"(-0.44890530, 3.09277700, -11.86085000)","(0.24980470, -0.24912800, 0.93569920)",True,"(0.36714170, -0.28111270, 0.88665770)",True,"(0.03064456, -0.00150546, -0.03172989)",True,"0,00360938",True,"(-0.39152880, 3.09438600, -11.85077000)","(0.23339370, -0.23893040, 0.94257070)",True,"(-0.42021710, 3.09358200, -11.85581000)","(0.24161190, -0.24404200, 0.93918430)",True,"(-0,38192750, -0,29153440, 0,87699890)",Valid,"(27,61993000, -1,00918600, -32,82904000)",Valid,"3,67855800",Valid,"(0,73739030, 0,67974610)",Valid,"(-0,36714170, -0,28111270, 0,88665770)",Valid,"(-30,64456000, -1,50546300, -31,72989000)",Valid,"3,60937500",Valid,"(0,55288680, 0,69315490)",Valid
8.064966,320207988,1057529233730,"(-0.42681230, 3.09588100, -11.82425000)","(0.01761550, 0.07739653, -0.01649543, -0.99670830)",True,"(0.40055850, -0.23933410, 0.88444520)",True,"(-0.02756818, -0.00080202, -0.03282036)",True,"0,00360884",True,"(-0.44892830, 3.09302900, -11.86086000)","(0.26579340, -0.19599570, 0.94389590)",True,"(0.36964420, -0.21554570, 0.90380860)",True,"(0.03062759, -0.00129178, -0.03169547)",True,"0,00362842",True,"(-0.39162090, 3.09464900, -11.85079000)","(0.23155020, -0.17270530, 0.95737000)",True,"(-0.42027460, 3.09383900, -11.85583000)","(0.24873080, -0.18439420, 0.95085840)",True,"(-0,40055850, -0,23933410, 0,88444520)",Valid,"(27,56818000, -0,80201720, -32,82036000)",Valid,"3,60884100",Valid,"(0,74228620, 0,66205750)",Valid,"(-0,36964420, -0,21554570, 0,90380860)",Valid,"(-30,62759000, -1,29177900, -31,69547000)",Valid,"3,62841800",Valid,"(0,55238150, 0,67201160)",Valid
8.073297,320216319,1057529242061,"(-0.42686760, 3.09592800, -11.82428000)","(0.01764425, 0.07724058, -0.01654641, -0.99671900)",True,"(0.39082340, -0.20143130, 0.89814760)",True,"(-0.02756883, -0.00058058, -0.03276776)",True,"0,00358637",True,"(-0.44901030, 3.09329500, -11.86085000)","(0.25322660, -0.15794580, 0.95442620)",True,"(0.35850520, -0.16900630, 0.91809080)",True,"(0.03052838, -0.00107144, -0.03161241)",True,"0,00349173",True,"(-0.39180180, 3.09491700, -11.85077000)","(0.21724880, -0.12606260, 0.96794180)",True,"(-0.42040610, 3.09410500, -11.85581000)","(0.23531110, -0.14204860, 0.96148370)",True,"(-0,39082340, -0,20143130, 0,89814760)",Valid,"(27,56883000, -0,58058170, -32,76776000)",Valid,"3,58636500",Valid,"(0,73942040, 0,64571540)",Valid,"(-0,35850520, -0,16900630, 0,91809080)",Valid,"(-30,52838000, -1,07144200, -31,61241000)",Valid,"3,49173000",Valid,"(0,54657370, 0,65383820)",Valid
